coutry_tag;header;body;class
UA;Armenia surrender. Who's the main beneficiary of Karabakh truce?;"The latest developments around Nagorno-Karabakh were predictable and logical – in terms of behavior of both Turkey and Russia. Indeed, the Azerbaijani-Armenian war was in fact about the Turkey-Russia confrontation.Turkey ultimately won, having received for the first time in 75 years, since World War 2, the opportunity to influence the political situation in the South CaucasusRussians believe they won. However, in reality, this isn't the case. It's Turkey who ultimately won, having received for the first time in 75 years, since World War 2, the opportunity to influence the political situation in the South Caucasus. This is Turkey's main achievement. Moscow also prefers to not comment on the fact that Turkish observers will keep an eye on Russian peacekeepers in Karabakh.Anyway, Nagorno-Karabakh is returning under Azerbaijan's jurisdiction. At the same time, Russia maintains good relations with Azerbaijan as the Kremlin did not intervene in the conflict at this stage. Massively weakened both politically and militarily, Armenia will be forced to ""bow down"" to Russia begging for salvation, and the latter is likely to show some love in capacity of an ""elder sister."" And all political blame for the surrender will of course be put on Prime Minister Nikol Pashinyan. In fact, Pashinyan has already taken all blame upon himself. Therefore, most likely, a change in the political leadership is imminent, and Moscow will surely try to plant a loyal successor, pushing for the return to power of Sargsyan's party, the so-called ""party of war."" At the same time, Russia will get yet another enclave, this time in the shape of an entire Armenia, where it will strengthen its military presence, deploying more troops, as well as further determine Armenia's foreign and domestic policies.Turkey gets a land corridor to Azerbaijan, which no one will controlHowever, Turkey will still receive the greatest preferences. Despite the fact that the Russian peacekeeping contingent will be stationed in Nagorno-Karabakh, it will stay within its borders. The Lachin corridor is only 5 km wide. The number of peacekeepers and hardware is clearly regulated: 1,920 soldiers, 90 armored personnel carriers, and 380 vehicles. These forces pose no major military threat to Azerbaijan. The financial costs of maintaining the peacekeeping contingent, however, shall be borne by Russia. They will also have to fund construction of a new bypass road around Shusha, as well as restore Armenian economy, affected by military measures, primarily, mobilization. All this will be Russian money.Turkey could use this land corridor, among other things, for laying oil and gas pipes from Central AsiaSo what Russia got is yet another ""headache.""At the same time, Turkey receives a land corridor to Azerbaijan, which no one will control. Russia will be responsible for ensuring security of this corridor: Russian border guards will be obliged to protect the area from provocations. I suggest Turkey will ultimately use this land corridor, including for laying oil and gas pipes from Central Asia running via Azerbaijan to Turkey. This is Erdogan's old strategy of turning Turkey into a southern gas and oil hub. Not only is Erdogan resolving the issue by bypassing the Russian territory – Russians will also have to guard the corridor... In the meantime, Turkish observers will closely monitor the way Russia fulfills its obligations in terms of ensuring peace in the region.So no matter how long that Armenia prepares for a revanche, but as long as there are Russian peacekeepers there, Yerevan's dream of returning Nagorno-Karabakh by force will be impossible to realize.But why did Russia ""surrender"" Armenia? First, Pashinyan didn't come to power at Putin's behest. Pashinyan is a protégé of Gazprom. Putin's man is Serzh Sargsyan, representing the so-called Karabakh Clan.Russia, apparently, decided to ""kill all birds with one stone""Secondly, the situation in Nagorno-Karabakh was at an impasse. Over the past couple of years, Ilham Aliyev, with Turkey's support, had increasingly been demanding from Russia a clear ""road map"" for Azerbaijan to regain control of Nagorno-Karabakh. The first alarm bell rang in 2016 when a ""four-day war"" erupted, but Armenia did not draw no conclusions whatsoever.So, Russia, apparently, decided to ""kill all birds with one stone"": to maintain good relations with Azerbaijan, allowing them to conquer Karabakh, to retain normal ties with Turkey, to get a weakened Armenia in order to deploy troops there, i.e. to strengthen own military presence. Also, Russia got the opportunity to ensure the change in Armenia's political leadership.Russians forgot the most important thing: Turks will now monitor them closelyHowever, everything turned out as in Dante's Divine Comedy, when God told who would watch out for whom. So, the Russians forgot the most important thing: Turks will now monitor them closely. So who is the main beneficiary of this whole campaign then? It's Turkey and Azerbaijan.In fact, Turkey, with the hands of the Russian Federation, will henceforth be in control of the situation in the South Caucasus.";A
UA;Nagorno-Karabakh: Turkey, Russia agree to set up joint ceasefire monitoring center;"Turkey will take part with Russia in the joint peace force that will be set up in the implementation, observation and inspection of the peace agreement.Turkey and Russia signed a memorandum of understanding on November 11 to set up in Azerbaijan a joint center to observe and inspect a peace agreement between Azerbaijan and Armenia, Turkish President Recep Tayyip Erdogan has said.He expressed hope for a similar outcome of an Ankara-Moscow cooperation for the ongoing conflict in Syria, Hurriyet Daily News reports.Turkey and Russia were in close contact in the last few days, with Erdogan and Russia's Vladimir Putin speaking over the phone two times since Sunday.The details of the center to be formed were discussed between the Turkish and Russian foreign and defense ministries.""Turkey will take part with Russia in the joint peace force that will be set up in the implementation, observation and inspection of the agreement. A memorandum of understanding for the formation of the Joint Turkish-Russian Center with the objective of the control and inspection of the ceasefire,"" Erdogan told his parliamentary group.Azerbaijan and Armenia have earlier agreed to end the six-week armed conflict with the mediation of Russia that stipulates the latter's withdrawal of its troops from Nagorno-Karabakh and return of these lands to Azerbaijan.Russia's defense ministry in its corresponding report had no mention of Turkish peacekeepers in the area.""Presence of Russian peacekeepers will ensure stability in the crisis region, stop flows of refugees and will facilitate their return to places of residencies,"" Russian Defense Minister Sergei Shoigu stressed, according to TASS.The report says the center will collect, summarize, and verify information about the implementation of the ceasefire by the parties and other actions that violate the agreements reached. It is also tasked with documenting violations via visual supervision, UAVs as well as assessing data from other sources. The center will become a body for considering any complaints, issues or problems regarding violation of the agreements reached.";A
UA;MFA Ukraine comments on ceasefire in Nagorno-Karabakh;"Kyiv invariably supports the territorial integrity of Azerbaijan within its internationally recognized borders.Ukraine has welcomed the end of hostilities between Azerbaijan and Armenia in the Nagorno-Karabakh region, reads the statement released by the Ministry of Foreign Affairs on November 11.""Ukraine welcomes the cessation of hostilities by Azerbaijan and Armenia in the region of the Nagorno-Karabakh conflict,"" the statement says.In this regard, the foreign ministry believes that ""the next step should be the restoration of stability and vital activity in the region, as well as continued international efforts to achieve a complete settlement of the Nagorno-Karabakh conflict based on international law.""""Ukraine invariably and unconditionally supports the territorial integrity of the Republic of Azerbaijan within internationally recognized borders. This principle is fundamental for Ukraine, which is still suffering from Russian aggression, and part of whose territory remains under the temporary occupation of Russia,"" the statement said.";A
UA;Azerbaijan's Ambassador to Ukraine Elmira Akhundova has thanked the Ukrainian leadership for supporting the territorial integrity of Azerbaijan in the conflict over Nagorno-Karabakh.;"Akhundova said this at a briefing on Monday, October 5, according to an Ukrinform correspondent.""We are very pleased with statements by [Ukrainian Foreign Minister] Dmytro Kuleba about support for the territorial integrity of Azerbaijan and that 'frozen conflicts' are not actually frozen, that they can explode at any moment. [...] President [Volodymyr] Zelensky also voiced his position. He said that Ukraine supports the territorial integrity of Azerbaijan just as Azerbaijan supports the territorial integrity of Ukraine. We are very pleased with the statements of the Ukrainian leadership. Thank you for this position,"" she said.The diplomat said that during meetings held at the Ukrainian Foreign Ministry and with Ukrainian deputies, almost everyone she spoke with supported the position of the Azerbaijani side in the conflict over Nagorno-Karabakh.According to the ambassador, now more and more politicians and leaders of different countries ""indirectly recognize the right of Azerbaijan to protect its territorial integrity.""""This is not only Pakistan, Turkey, Afghanistan, not only Ukraine, which unequivocally supports our territorial integrity, but also Hungary, Latvia and other European countries that recognize Azerbaijan's right to liberate its territories. These are new realities that are now part of the international everyday life, and I think that this is a political precedent that will be an inspiring example for all countries where there are frozen conflicts, and this will oblige international mediators and leaders of international organizations to be more sensitive and more clear and principled about such conflicts, "" Akhundova said.As was reported earlier, Armenia and Azerbaijan resumed hostilities in Nagorno-Karabakh on the morning of September 27, mutually accusing each other of shelling border areas and provoking violence. Both countries declared martial law and mobilization. The fighting has already resulted in military losses on both sides and numerous civilian casualties.Ukraine called on the parties to the conflict in Nagorno-Karabakh not to stir up additional emotions and to settle the conflict in compliance with the principle of the territorial integrity of states.The conflict between Azerbaijan and Armenia over Nagorno-Karabakh began in 1988. In 1994, after six years of war, the sides signed the Bishkek Protocol according to which Azerbaijan and Armenia agreed on a ceasefire. Nagorno-Karabakh proclaimed itself an independent ""republic,"" but Azerbaijan did not recognize this, saying that the territory was occupied by Armenia.";A
UA;Foreign Ministry Spokesperson's reply to media questions regarding artillery shelling in the Tovuz District;The Ministry of Foreign Affairs of Ukraine expresses deep concern over the aggravation of situation on the Azerbaijani-Armenian border, which resulted in artillery shelling on July 12, 2020, in the the direction of Tovuz.We urge the parties to the conflict to make every effort to de-escalate the situation and continue to seek ways to resolve the conflict peacefully, on the basis of generally accepted principles and norms of international law, and United Nations Security Council resolutions 822, 853, 874 and 884, adopted in 1993.The Ukrainian side advocates a political settlement of the situation based on respect for the sovereignty and territorial integrity of the Republic of Azerbaijan within its internationally recognized borders.;A
UK;Armenia-Azerbaijan: Why did Nagorno-Karabakh spark a conflict?;"A peace deal has been agreed between Armenia and Azerbaijan, two former Soviet Union republics in the Caucasus region.It brings to an end six weeks of fierce fighting in which thousands of people were reported killed and many more displaced.At the heart of the conflict was the Nagorno-Karabakh region. It is recognised as part of Azerbaijan, but it is controlled by ethnic Armenians.The two countries fought a bloody war over the region in the late 1980s and early 1990s, and it has been the trigger for further violence in the years since.The story in 100 wordNagorno-Karabakh is part of Azerbaijan, but its population is majority Armenian. As the Soviet Union saw increasing tensions in its constituent republics in the 1980s, Nagorno-Karabakh voted to become part of Armenia - sparking a war that stopped with a ceasefire in 1994.Since then, Nagorno-Karabakh has remained part of Azerbaijan but is controlled by separatist ethnic Armenians backed by the Armenian government. Until recently, negotiations mediated by international powers had failed to deliver a peace agreement.Armenia is majority Christian while Azerbaijan is majority Muslim. Turkey has close ties to Azerbaijan, while Russia is allied with Armenia - although it also has good relations with Azerbaijan.The story in 600 wordsThe Caucasus is a strategically important mountainous region in south-east Europe. For centuries, different powers in the region - both Christian and Muslim - have vied for control there.Modern-day Armenia and Azerbaijan became part of the Soviet Union when it formed in the 1920s. Nagorno-Karabakh was an ethnic-majority Armenian region, but the Soviets gave control over the area to Azerbaijani authorities.It was only as the Soviet Union began to collapse in the late 1980s that Nagorno-Karabakh's regional parliament officially voted to become part of Armenia.Azerbaijan sought to suppress the separatist movement, while Armenia backed it. This led to ethnic clashes, and - after Armenia and Azerbaijan declared independence from Moscow - a full-scale war.Tens of thousands died and up to a million were displaced amid reports of ethnic cleansing and massacres committed by both sides. Most of those displaced in the war were Azerbaijanis.Armenian forces gained control of Nagorno-Karabakh and areas adjacent to it before a Russian-brokered ceasefire was declared in 1994.After that deal, Nagorno-Karabakh remained part of Azerbaijan, but since then has mostly been governed by a separatist, self-declared republic, run by ethnic Armenians and backed by the Armenian government.It also established the Nagorno-Karabakh Line of Contact, separating Armenian and Azerbaijan forces.Peace talks have taken place since then, mediated by the Organization for Security and Co-operation in Europe (OSCE) Minsk Group - a body set up in 1992 and chaired by France, Russia and the United States.But clashes continued, and a serious flare-up in 2016 saw the deaths of dozens of troops on both sides.The conflict is further complicated by geopolitics. Nato member-state Turkey was the first nation to recognise Azerbaijan's independence in 1991. Former Azeri President Heydar Aliyev once described the two as ""one nation with two states"". Both share a Turkic culture and populations.Moreover, Turkey has no official relations with Armenia. In 1993 Turkey shut its border with Armenia in support of Azerbaijan during the war over Nagorno-Karabakh.Armenia meanwhile has had good relations with Russia. There is a Russian military base in Armenia, and both are members of the Collective Security Treaty Organization (CSTO) military alliance. However, President Vladimir Putin also has maintained good relations with Azerbaijan.In 2018, Armenia underwent a peaceful revolution, sweeping long-time ruler Serzh Sargsyan from power. Protest leader Nikol Pashinyan became the prime minister after free elections that year.Mr Pashinyan agreed with Azerbaijan's President Ilham Aliyev to de-escalate tensions and set up the first military hotline between the two countries.But in August 2019 Mr Pashinyan told crowds of ethnic Armenians assembled in the main city in Karabakh, Stepanakert, that ""Artsakh is Armenia, full stop."" Artsakh is the Armenian name for Karabakh. The remarks angered Azerbaijan and were repeatedly condemned by President Aliyev.Fighting broke out in July this year on the international border between Armenia and Azerbaijan, some 300km (185 miles) away from Nagorno-Karabakh. By the end of the month Turkey's military was taking part in large-scale joint exercises in Azerbaijan.The latest conflict broke out on 27 September. Armenia said Azerbaijan fired the first shots. Azerbaijan said it was launching a ""counter-offensive"" in response to Armenian aggression.Fighting came to an end in November when both sides agreed to sign a Russian-brokered peace deal. Under its terms, Azerbaijan holds on to several areas that it gained control of during the conflict and Armenia will withdraw troops from them. Almost 2,000 Russian peacekeepers will monitor the truce.";A
UK;Nagorno-Karabakh: Azerbaijan 'takes key town' in Armenia conflict;"Azerbaijan has taken a key town in the separatist Nagorno-Karabakh region, according to the country's president.Ilham Aliyev announced in a televised address on Sunday that Azerbaijani forces had gained control of Shusha, known as Shushi in Armenian.Armenia, however, denied the town's loss and said fighting was ongoing.Taking the strategically important town would be a major victory for Azerbaijan in the ongoing conflict over the disputed territory.Nagorno-Karabakh is internationally recognised as part of Azerbaijan, but is governed by ethnic Armenians backed by the Armenian government.A war between the two countries over the region ended in 1994 with a truce but no peace deal.Fresh fighting erupted in September, with each side blaming the other for the outbreak in violence.What's the latest on the ground?Shusha sits on hills above the territory's capital Stepanakert (known as Khankendi in Azerbaijan) and lies on the road linking the city with Armenian territory. If taken, it could serve as a staging post for an assault on the capital.President Aliyev said the ""liberation"" of Shusha would ""go down in the history of the Azerbaijani people"".""There is no force in the world that can stop us,"" he said, pledging to retake Nagorno-Karabakh for his country.In an interview made before the latest developments from Shusha, Mr Aliyev told the BBC's Orla Guerin said Armenia was running out of time.""Their opportunities to compromise are shrinking because we are getting those territories back by force,"" he said.Azerbaijan has been steadily advancing into Nagorno-Karabakh in recent weeks, as a BBC map from 27 October shows.Armenia, however, has denied the town has been taken by Azerbaijan. ""The battles in Shushi continue - wait and believe in our troops,"" Armenian defence ministry official Artsrun Hovhannisyan wrote on Facebook.And David Babayan, a foreign policy adviser to Nagorno-Karabakh's self-declared president Arayik Harutyunyan, told the BBC: ""We can say that Shushi is a battlefield and there are Azeri troops and Karabakh troops there, fighting each other for every building.""Before Azerbaijan's announcement, Armenian defence ministry spokeswoman Shushan Stepanyan wrote that ""the most ferocious combat"" had taken place around Shusha overnight.She said a number of Azerbaijani soldiers, tanks and other vehicles had been destroyed in the fighting.Disinformation spreads amid Armenia-Azerbaijan conflict'Execution' video prompts Karabakh war crime probeShusha has cultural significance for both sides. Its population was predominantly Azerbaijani before the war in the late 1980s and early 1990s, which forced hundreds of thousands to flee.For Armenians it is the home of the Ghazanchetsots (Holy Saviour) Cathedral, an iconic site for the Armenian Apostolic Church. Armenia accused Azerbaijan of targeting the building last month.Both sides deny targeting civilians but accuse the other of doing so.It is unclear exactly how many have died. Nagorno-Karabakh's authorities say nearly 1,200 of its defence forces have died in the fighting, and civilians have also been killed or injured.Azerbaijan has not released its military casualty figures but has said more than 80 civilians have been killed in the fighting - including 21 in a missile strike on the town of Barda last month.Russian President Vladimir Putin said last month that almost 5,000 people had been killed in the fighting.What's been the reaction?People poured onto the streets of the Azerbaijani capital Baku in celebration, honking car horns, chanting slogans and waving the national flag.Reuters news agency reports that Turkish President Recep Tayyip Erdogan has congratulated ""my Azeri brothers"", telling a crowd in Turkey's Kocaeli province that he thought what was happening in Shusha was ""a sign that the rest of the occupied lands will be liberated soon too"".Azerbaijan is an ally of Turkey's, and Mr Erdogan has pledged his nation's total support for Azerbaijan in the conflict.On Saturday the Turkish president told his Russian counterpart Vladimir Putin that Armenia must withdraw from Azerbaijan's land and ""must be convinced to sit down at the negotiating table"".A statement from the Kremlin said Mr Putin had told Mr Erdogan that he had spoken to leaders from both Armenia and Azerbaijan, focusing on ""finding options for a swift cessation of hostilities and a political and diplomatic settlement"".International powers have made repeated attempts to broker a ceasefire in recent weeks.Russia - which is allied to Armenia but has close ties to Azerbaijan - negotiated two truces last month which were both broken almost immediately, while both sides accused the other of violating a US-brokered ceasefire announced on 25 October within minutes of it coming into force.";N
UK;Viewpoint: Russia and Turkey - unlikely victors of Karabakh conflict;A bloody six-week war in Nagorno-Karabakh is over, after a peace agreement brokered by Moscow was signed by the leaders of Azerbaijan and Armenia. As the dust settles, Azerbaijan appears to be the clear winner, while Armenia has suffered a bitter defeat. There are, however, two other powers that have benefited from the conflict and the resolution effort: Turkey and Russia.How Turkey and Russia have gained from conflictFor Turkey, the war in Karabakh was a showcase for Ankara's growing role in the strategically important South Caucasus.The victorious Azerbaijani military was supplied, trained, and supported by the Turkish army. Some reports suggest that Turkish officers played a key part in guiding drone attacks which played a decisive role in this conflict, although that has been denied by Ankara.President Recep Tayyip Erdogan was also vocal in his diplomatic support for Azerbaijan. The victory shows that Turkey has gained significant influence in the region, particularly in Turkic Azerbaijan.At the same time, the outcome of this war, and particularly the way the peace agreement came about, is a win for Russia.Just a couple of weeks ago, with significant Azeri advances and videos of modern drones destroying Armenian Soviet-era tanks, Moscow's position looked pitiable. A great power that was once the unchallenged regional hegemon appeared unable to save Armenia, its only treaty ally in the South Caucasus.But Russian calculations turned out to be more sophisticated and nuanced.Why Russia left Armenia on its ownOver the last two decades, the Kremlin has been under no illusions that, with a petrodollar-fuelled Azeri defence budget three times the size of Armenia's, the balance of power has been inexorably tilting towards Azerbaijan. Moscow tried to pressure Armenia to accept a diplomatic settlement brokered by Russia, the US and France, but the Armenian side refused to make concessions.When a democratic revolution in Armenia brought Prime Minister Nikol Pashinyan to power in 2018, Yerevan's public stance on Nagorno-Karabakh became even tougher.This is why for years Russia has made it clear to the Armenian government that the military treaty between Yerevan and Moscow covers only the internationally recognised territory of Armenia, and not Karabakh. When the Azeri onslaught began, Armenia was on its own.How Russia benefits from peace dealWhen the Azeri military had taken Shusha (Shushi in Armenian), the second-largest city in Karabakh, Russian diplomatic efforts intensified. Using a mixture of diplomacy and pressure, Moscow secured a peace deal that turns a conflict in which there were no good options for the Kremlin into a situation that helped to boost Russia's leverage.The deal has prevented the conclusive defeat of Nagorno-Karabakh and the likely expulsion of its Armenian inhabitants.Russia is sending about 2,000 peacekeepers to protect the remaining Armenian population, separate the two adversaries, and patrol a corridor that will connect Armenia to Nagorno-Karabakh: something the Kremlin has wanted since 1994, but couldn't obtain at the negotiating table before this war.Moscow has also managed to sideline Ankara.Russian President Vladimir Putin is the only signatory of the peace deal beyond the leaders of the two warring states, and the Russian troops will be the only peacekeepers monitoring the implementation of the agreement, with no Turkish or any other boots on the ground - although Turkey says it will send observers.Russian border and customs services will control and operate a newly created route that will connect Azerbaijan with its exclave of Nakhichevan.Finally, Moscow has shown that it remains an indispensable power in the region, and was able to preserve its ties with both Azerbaijan and Armenia, while successfully competing with Turkey.Why Russia has not had complete successMoscow's diplomatic victory comes at a price. The war has shown the growth of Turkish influence in the Caucasus, and Moscow no longer looks like the only major power in the region.But the region had been opening up over the three decades since the collapse of the Soviet Union, and no-one in Moscow believed Russia could dominate the region indefinitely.Then there is the anger and sense of betrayal felt by Armenian society.But Moscow believes Yerevan has no realistic options other than continuing to rely on Russia to guarantee its security. A likely by-product of the Armenian defeat might be the fall of Nikol Pashinyan's government, but he won't be missed by the Kremlin.Why risks lie aheadThe major risk for Russia going forward is the precariousness of the peace deal that Moscow has brokered.The treaty securing the presence of Russian peacekeepers will expire in five years, after which both Azerbaijan and Armenia will be in a position to call for their withdrawal.The window of opportunity to broker a resolution to the conflict is very narrow, and, given the emotions on both sides and shattered status quo, getting Baku and Yerevan to agree on anything looks like an impossible mission.This might be the point when Moscow will need co-operation from the US and Europe, which - having been completely absent from the picture this time around - can for the moment also be seen as in the losers' camp.;N
UK;Nagorno-Karabakh: Civilians hit amid Armenia Azerbaijan conflict;"Armenia and Azerbaijan have accused each other of attacking residential areas as the conflict over the disputed Nagorno-Karabakh region rages on.Azerbaijan said an Armenian missile had killed at least 13 civilians in Ganja, a city far from the front lines.Armenia meanwhile accused Azerbaijan of shelling residences in Stepanakert.It is the capital of the Nagorno-Karabakh region, internationally recognised as part of Azerbaijan but run by ethnic Armenians.A six-year war over the territory ended in 1994 with a ceasefire but not a peace treaty.What are Armenia and Azerbaijan fighting over?Karabakh war leaves civilians shell-shocked and bitterNagorno-Karabakh conflict in picturesFighting flared last month and has killed hundreds of people. Both sides signed a Russian-brokered truce last weekend, but the conflict has continued.What happened overnight?Officials in Azerbaijan announced on Saturday that at least 13 people had been killed and more than 40 injured after a missile struck populated areas in Ganja, the second-largest city in the country.About 100 rescuers are working to reach people believed to be trapped under the rubble, BBC Azeri reported.A foreign ministry statement accused Armenia of ""deliberate and indiscriminate targeting of civilians"".Armenian officials denied the attack, and accused Azerbaijan of attacking civilian areas.Defence ministry spokeswoman Shushan Stepanyan posted a video on Facebook which she said showed devastation in the Nagorno-Karabakh region.""At night, once again violating the humanitarian ceasefire, the Azerbaijani Armed Force struck with missiles at [civilians]... including the capital Stepanakert.""What's the latest on the ground?In a televised address on Saturday, Azerbaijan's President Ilham Aliyev denied attacking civilians while accusing Armenia of destroying or damaging ""more than 2,000 houses"" in Azerbaijan.He also said that his country's forces had taken the city of Fuzuli and seven villages in Nagorno-Karabakh.""Our revenge is on the battlefield,"" he said. ""The Azerbaijani army is achieving its goal, no force can stop us.""On Thursday, Armenian Prime Minister Nikol Pashinyan said his country had suffered ""numerous casualties"" on the battlefield, but added that despite ""losses of manpower and equipment"", Armenian forces were still in general control and had inflicted ""numerous losses of manpower and equipment on the enemy"".""This is not a statement of despair or desperation. I provide this information because I am committed to tell our people the truth,"" he said.";A
UK;Nagorno-Karabakh conflict: Missile strike on Azeri town kills 21 civilians;"Azerbaijan has accused the Armenian military of killing at least 21 civilians in a missile strike as fighting over the disputed territory of Nagorno-Karabakh intensifies.Dozens more were reportedly wounded in the strike on the Azeri town of Barda, not far from the ongoing clashes.Armenia has denied carrying out the attack, and accused Azerbaijan of targeting a maternity ward in the area.Fighting over the region of Nagorno-Karabakh erupted on 27 September.The mountainous territory is officially part of Azerbaijan, but run by ethnic Armenians.What happened in the latest strikes?Azerbaijani presidential spokesman Hikmet Hajiyev said Armenian forces had ""used cluster munitions to inflict excessive casualties among civilians"" in Barda, in central Azerbaijan.Images posted on social media showed damage to streets and vehicles with what appeared to be several bodies in body bags laid out on the road.What are Armenia and Azerbaijan fighting over?One local resident, Ulviyya Babayeva, said she was in her car nearby when she heard three explosions and decided to head to the area.""We saw a fire... bombs have been dropped,"" she told the BBC. ""One fell on the car outside a bank building, fragments [of bombs] everywhere, [broken] glass [of cars/windows]... one of the bombs fell outside fire rescue station, there are dead and injured people.""Police officers and other service personnel were sent to Barda to help transport the injured to hospital, as well as provide additional security in the town, the Azerbaijani interior ministry said.The ministry added that the attack was a gross violation of international humanitarian law, and that the Armenian government should accept responsibility.Separately, a statement issued by Karabkah officials said Azerbaijani forces had struck a maternity hospital and other ""civil infrastructure"" in the territory's city of Stepanakert.They added that information on possible casualties at the facility, which had been under construction, was ""being clarified"".The latest attacks come just days after a US-brokered ceasefire was agreed between the two sides.Earlier, Azerbaijani media reported that the head of the Nagorno-Karabakh military, Jalal Harutyunyan, was killed in a special operation on Tuesday.The Azerbaijani defence ministry said that Mr Harutyunyan, who it accused of carrying out war crimes in the region, was identified by surveillance teams entering a vehicle, which was then targeted by a drone strike.What about the ceasefire?The US-brokered ceasefire, the third relating to the recent conflict after two previous agreements brokered by Russia failed, began early on Monday.US President Donald Trump tweeted shortly after it was announced by the US state department at the weekend to congratulate those involved following ""intense negotiations"".But just minutes after it came into force, Armenia and Azerbaijan both accused each other of violating the truce.Azerbaijan said Armenian forces began shelling the town of Terter and nearby villages in a ""gross violation"" of the agreement.Armenia's defence ministry said Azerbaijani artillery had fired on military positions in various parts of the front line after the ceasefire agreement had begun.Clashes that began in the region in September have quickly escalated into a large-scale conflict, with the shelling of towns and cities and the alleged use of banned cluster munitions.Several thousand people have died and shelling has killed civilians on both sides. Tens of thousands have fled their homes.";A
UK;UK statement on situation in and around Nagorno-Karabakh: 6 November 2020;Thank you Mr Chair.The United Kingdom welcomes last week’s talks in Geneva. We urge both parties to implement the agreed steps from the meeting, including cooperating fully with the ICRC and abiding by the agreement not to target civilian populations. We remain deeply disappointed that the previously agreed humanitarian ceasefires are not holding. The United Kingdom strongly condemns continued targeting of civilian areas. We are deeply concerned that the number of civilian casualties continues to grow. We urge both parties to abide by their obligations under international humanitarian law.It is unacceptable that civilians remain in both direct and indirect danger whilst this conflict continues. Our thoughts remain with those affected and those who have lost loved ones.The United Kingdom welcomes the efforts of the International Committee of the Red Cross to facilitate the repatriation of the remains of the deceased and provide vital support to those who have been displaced. On 30 October the United Kingdom announced a further £1million in funding to the ICRC. The humanitarian situation remains dire and as long as this conflict continues it is the civilians who will bear the unacceptable consequences. We urge both parties to recognise that there is no military solution to this conflict, and to return to the negotiating table, without preconditions, for a settlement under the auspices of the Minsk Co-Chairs.Lastly, I would like to reiterate the UKs full support for the OSCE Minsk Group Co-Chairs in their role in mediating negotiations between Armenia and Azerbaijan.Thank you.;N
UK;The situation in and around Nagorno-Karabakh: UK statement;The United Kingdom welcomed the most recent humanitarian ceasefire and we are once again deeply disappointed to see that it is not being respected.We strongly condemn the continued shelling of civilian areas. Continued reports of civilian casualties are a stark reminder of the impact that this conflict is having on innocent civilians. Our position is clear: targeting of civilian settlements is deplorable. We offer our condolences to those who have lost loved ones. Our thoughts are with those who have been displaced and whose lives are being affected.We call on both parties to respect the ceasefire and return swiftly to the negotiating table: recognising the fact that the continuing violence is having a significant impact on civilians.We urge the parties to allow the ICRC immediate access as they seek to facilitate return of prisoners of war and repatriate the remains of the deceased.The international community continues to make clear that there can be no military solution to the situation in and around Nagorno-Karabakh. We urge both parties to return to substantive negotiations under the auspices of the Minsk Group Co-Chairs. The Minsk Group is the primary format through which a settlement must be reached.Once again I would like to reiterate the UKs support for the OSCE Minsk Group Co-Chairs in their role in mediating negotiations between Armenia and Azerbaijan.;N
UK;Nagorno-Karabakh: UK and Canada joint statement in response to continued military clashes;Foreign Secretary Dominic Raab and the Canadian Foreign Minister François-Phillippe Champagne said:Canada and the United Kingdom reiterate the urgent need to end the continuing military action in and around the Nagorno-Karabakh conflict zone.We are particularly concerned by reports of the shelling of civilian areas and wish to express our condolences to the families of those who have tragically lost their lives. The parties to the conflict must stop the violence and respect the ceasefire agreement.We firmly support the statements made by the Co-Chairs of the OSCE Minsk Group. We urge all external parties and friends of both states to redouble their efforts in support of an end to hostilities and to refrain from taking actions that risk exacerbating the crisis.A comprehensive resolution of the Nagorno-Karabakh conflict is overdue. That can only be delivered through a negotiated settlement and not through military action. All parties must urgently return to the negotiating table to work toward this aim without preconditions.;N
UK;Ongoing military action along the line of contact in the Nagorno-Karabakh region: UK statement;I’d like to thank the Albanian Chairmanship for calling today’s Special Permanent Council. I’d also like to thank Ambassador Kasprzyk for his report.The UK is deeply concerned by the ongoing military action along the line of contact in the Nagorno-Karabakh region and the humanitarian impact it is having not only on the lives of the people who live there but also regional stability. We are particularly concerned about reports of civilian casualties.I would like to offer my condolences to the families of all those who have been killed. We particularly regret that this conflict is escalating when the world should be uniting to defeat the Coronavirus pandemic and the UN Secretary General has called for a global ceasefire for the last 100 days of 2020.We strongly support the efforts of the Minsk Group Co-chairs and the Personal Representative of the Chairperson-in-Office to stabilise the situation and we urge the sides to refrain from any acts or rhetoric that could further aggravate tensions on the ground. We express solidarity and support with the statements made by Chairperson-in-Office, Prime Minister Rama, and by the Minsk Group Co-chairs. We are reinforcing their calls for an immediate de-escalation and ceasefire to hostilities in our engagements with actors in the region.There can be no military solution to this conflict. A sustainable peace can only be brought about by a negotiated settlement between Armenia and Azerbaijan and we urge them both to return to the negotiating table and engage with the Minsk Group co-chairs without any preconditions.We urge all international partners to support an end to hostilities and to press for a return to negotiations towards a peaceful settlement.Finally, I would like to reiterate full support for vital role of OSCE Minsk Group Co-Chairs and their work towards finding resolution to the crisis.;N
